model_key,sample_size,outer_fold,projected,raw,delta_nRMSE,relative_change_percent,projection_improved
ann_deep_regressor,6200,4,0.18361420904150624,0.18596988384855645,-0.0023556748070502065,-1.2666969287180592,True
ann_deep_regressor,7150,0,0.14664287242316199,0.14929743839861168,-0.002654565975449691,-1.7780385276016737,True
ann_deep_regressor,7150,1,0.17306976539086896,0.17513098652852416,-0.0020612211376551948,-1.1769597022851674,True
ann_deep_regressor,7150,2,0.18989608221809934,0.13615834761783957,0.05373773460025977,39.46708779919051,False
ann_deep_regressor,7150,3,0.15605686381628336,0.15699963456308422,-0.0009427707468008528,-0.60049231924934,True
ann_deep_regressor,7150,4,0.17433696957222894,0.1766979232672441,-0.0023609536950151555,-1.336152486322302,True
ann_deep_regressor,8100,0,0.15598644672589798,0.15847885311689147,-0.00249240639099349,-1.5727059743138923,True
ann_deep_regressor,8100,1,0.1912679902352524,0.19103280556360827,0.0002351846716441286,0.12311219057389547,False
ann_deep_regressor,8100,2,0.14387006798548554,0.14485313871632952,-0.0009830707308439712,-0.6786671932384909,True
ann_deep_regressor,8100,3,0.14204623125188487,0.14275846240452206,-0.0007122311526371883,-0.49890643303442267,True
ann_deep_regressor,8100,4,0.1619343651743649,0.16369346226622222,-0.0017590970918573146,-1.0746288016050476,True
ann_deep_regressor,9050,0,0.1343266674136354,0.1355534255724316,-0.0012267581587962206,-0.9049997472330309,True
ann_deep_regressor,9050,1,0.14875177370427556,0.15045744792615226,-0.0017056742218767018,-1.1336588818879099,True
ann_deep_regressor,9050,2,0.1543768853089373,0.155898888779764,-0.0015220034708266772,-0.9762760227090448,True
ann_deep_regressor,9050,3,0.15165615144845523,0.15302008360303065,-0.0013639321545754202,-0.8913419222236045,True
ann_deep_regressor,9050,4,0.1511126877288141,0.1533695466997537,-0.002256858970939607,-1.471517012016592,True
ann_deep_regressor,10000,0,0.1274073539146965,0.12912023948577614,-0.0017128855710796531,-1.3265817798210824,True
ann_deep_regressor,10000,1,0.15511019601249437,0.15641799819830463,-0.0013078021858102529,-0.8360944398177497,True
ann_deep_regressor,10000,2,0.15331981271541842,0.15585134190449834,-0.002531529189079923,-1.6243229978931963,True
ann_deep_regressor,10000,3,0.15162248462329372,0.15246423289244834,-0.0008417482691546185,-0.5520955657504317,True
ann_deep_regressor,10000,4,0.1563260849631718,0.1577931697635534,-0.0014670848003816017,-0.9297517773297591,True
catboost_regressor,500,0,0.4463220698018459,0.44469878891788256,0.0016232808839633517,0.3650293017242969,False
catboost_regressor,500,1,0.49083588511075454,0.48646819975469463,0.004367685356059914,0.8978357389573158,False
catboost_regressor,500,2,0.5371196317349914,0.541840208634027,-0.0047205768990356,-0.8712119964179329,True
catboost_regressor,500,3,0.47223064958223443,0.4764519912629109,-0.004221341680676449,-0.8859951806449837,True
catboost_regressor,500,4,0.6430402106620712,0.513777782299634,0.12926242836243718,25.15920945118869,False
catboost_regressor,1450,0,0.3922310123999784,0.39088874346922364,0.0013422689307547309,0.3433889957643187,False
catboost_regressor,1450,1,0.3624200086093229,0.361921787964981,0.0004982206443419068,0.13765975437491867,False
catboost_regressor,1450,2,0.5054274876177931,0.33041157874562654,0.17501590887216656,52.96906044775925,False
catboost_regressor,1450,3,0.3372866755786453,0.3372864549462491,2.2063239618619335e-07,6.541395094604494e-05,False
